False;text;is_retweet;original_author;time;in_reply_to_screen_name;is_quote_status;retweet_count;favorite_count;source_url;truncated;hasHashtag;TweetID
True;FACT: No major company has filed for Chapter 11 more often in the last 30 years than @realDonaldTrump's casinos. https://t.co/t4n55HQuII;False;;20160622120345;;False;6845;14760;https://about.twitter.com/products/tweetdeck;False;False;3136
False;"""@chrisboydbrew: @LouDobbs @realDonaldTrump @FoxBusiness.. Saw your interview.You are the best! Great questions, great answers"" Lou is great";False;;20160622034827;;False;3503;12512;http://twitter.com/download/android;False;False;3137
False;Crooked Hillary refuses to say that she will be raising taxes beyond belief! She will be a disaster for jobs and the economy!;False;;20160622031627;;False;9845;28581;http://twitter.com/download/android;False;False;3138
True;"""Trump's economic plans would destroy the U.S. economy."" —@TheAtlantic
https://t.co/mT42WLYl1H";False;;20160622030415;;False;2816;5110;http://twitter.com;False;False;3139
True;"Hillary took Donald Trump's reckless economic policy to task in Columbus today.

It's worth watching: https://t.co/YfLN8kdRvG";False;;20160622020111;;False;988;2729;https://about.twitter.com/products/tweetdeck;False;False;3140
True;Trump says, “I love playing with debt.” Someone should tell him our economy isn’t a game. https://t.co/CoTyTjMvS6;False;;20160622010213;;False;1998;4884;https://about.twitter.com/products/tweetdeck;False;False;3141
True;Donald Trump has no actual plan to create jobs. https://t.co/pbSjmQN0k3;False;;20160622001601;;False;1372;3034;http://twitter.com/download/iphone;False;False;3142
True;"“A proven leader who shares our values."" —@AFLCIO

Why labor unions across industries are backing Hillary: https://t.co/y07F7uvqv3";False;;20160621230150;;False;1077;2672;https://about.twitter.com/products/tweetdeck;False;False;3143
True;".@HillaryClinton
uses @realDonaldTrump's words against him in Columbus speech. https://t.co/HtkIwO2hID https://t.co/La8ZUvm09g";True;OhioPoliticsNow;20160621220842;;False;643;1433;https://about.twitter.com/products/tweetdeck;False;False;3144
True;"Trump's plan would cut more taxes for the 120,000 richest families than it would for 120 million working Americans.
https://t.co/wiIOTQmj6r";False;;20160621210414;;False;1965;3859;http://twitter.com;False;False;3145
False;I will be interviewed by @LouDobbs tonight on @FoxBusiness 7pm ET;False;;20160621204400;;False;3138;11133;http://twitter.com;False;False;3146
True;".@realDonaldTrump has written a lot of books about business, but they all seem to end at Chapter 11.
https://t.co/LU8aCjFm2J";False;;20160621192818;;False;4585;10004;http://twitter.com;False;False;3147
False;Hillary defrauded America as Secy of State. She used it as a personal hedge fund to get herself rich! Corrupt, dangerous, dishonest.;False;;20160621171922;;False;13779;33162;http://twitter.com;False;False;3148
False;"If you want to know about Hillary Clinton's honesty &amp; judgment, ask the family of Ambassador Stevens.";False;;20160621171749;;False;11832;25769;http://twitter.com;False;False;3149
False;Hillary took money and did favors for regimes that enslave women and murder gays.;False;;20160621171614;;False;14301;29327;http://twitter.com;False;False;3150
True;We need to build an economy that ensures everyone gets an equal shot and no one is left behind. Join us: https://t.co/zjlNqBaiHP;False;;20160621165807;;False;986;2641;https://about.twitter.com/products/tweetdeck;False;False;3151
True;In America, we don’t begrudge people being successful – but we know they shouldn’t do it by destroying other people. https://t.co/lQ1IzXFZrV;False;;20160621165550;;False;2112;5572;https://about.twitter.com/products/tweetdeck;False;False;3152
False;"I am ""the king of debt.""That has been great for me as a businessman, but is bad for the country. I made a fortune off of debt, will fix U.S.";False;;20160621165541;;False;6314;20086;http://twitter.com/download/android;False;False;3153
True;"""Imagine him being in charge when your jobs and savings are at stake.  Is this who you want leading us in an emergency?” —Hillary on Trump";False;;20160621165434;;False;1265;3502;https://about.twitter.com/products/tweetdeck;False;False;3154
False;Obama-Clinton inherited $10T in debt and turned it into nearly $20T.  They have bankrupted… https://t.co/1COtt0RPY7;False;;20160621165307;;False;6518;15179;http://instagram.com;False;False;3155
True;.@realDonaldTrump, only someone who’s never actually faced the consequences of his mistakes would brag, “I play with bankruptcy.”;False;;20160621165203;;False;1795;4519;https://about.twitter.com/products/tweetdeck;False;False;3156
True;"""The same people [Trump's] trying to get to vote for him now are people he’s been exploiting for years” —Hillary: https://t.co/dJYqAjRoC8";False;;20160621165056;;False;1065;2325;https://about.twitter.com/products/tweetdeck;False;False;3157
True;Trump has written a lot of books about business—but they all seem to end at Chapter 11.;False;;20160621164611;;False;16520;31913;https://about.twitter.com/products/tweetdeck;False;False;3158
False;Hillary Clinton's open borders immigration policies will drive down wages for all Americans - and make everyone less safe.;False;;20160621164428;;False;8936;23004;http://twitter.com/download/iphone;False;False;3159
False;How can Hillary run the economy when she can't even send emails without putting entire nation at risk?;False;;20160621164247;;False;19256;40308;http://twitter.com;False;False;3160
True;“The last time we opted for Trump-style isolationism, it made the Great Depression longer and more painful.” —Hillary;False;;20160621164059;;False;1030;2858;https://about.twitter.com/products/tweetdeck;False;False;3161
False;"Hillary Clinton surged the trade deficit with China 40% as
Secretary of State, costing Americans millions of jobs.";False;;20160621163807;;False;7060;18099;http://twitter.com;False;False;3162
True;"""He’s giving more away to the 120,000 richest...families than he would to 120 million hardworking people."" —Hillary on Trump's tax plan";False;;20160621163725;;False;1122;2971;https://about.twitter.com/products/tweetdeck;False;False;3163
False;Hillary says this election is about judgment.  She's right.  Her judgement has killed thousands, unleashed ISIS and wrecked the economy.;False;;20160621163640;;False;17222;39991;http://twitter.com;False;False;3164
True;"""President Trump"" would undo so much of the progress we’ve made over the past 8 years under President Obama.

We can't let that happen.";False;;20160621163445;;False;1452;4568;https://about.twitter.com/products/tweetdeck;False;False;3165
True;“The full faith and credit of the United States is not something we can just gamble away.” —Hillary on Trump's reckless economic plan;False;;20160621163234;;False;1023;3153;https://about.twitter.com/products/tweetdeck;False;False;3166
True;"""He says women will start making equal pay as soon as they do as good a job as men—as if we aren’t already."" —Hillary on @realDonaldTrump";False;;20160621163101;;False;2174;4617;https://about.twitter.com/products/tweetdeck;False;False;3167
True;"""Donald Trump actually stood on a debate stage in November and said that wages are too high in this country."" —Hillary";False;;20160621162950;;False;1509;3394;https://about.twitter.com/products/tweetdeck;False;False;3168
True;Donald Trump is proud of his recklessness—that’s his business. But when he’s running for president, it’s ours.;False;;20160621162817;;False;1485;3332;https://about.twitter.com/products/tweetdeck;False;False;3169
True;.@TheEconomist declared Donald Trump one of the 10 biggest threats to the global economy. https://t.co/66kTxlywHU https://t.co/He9Xl3zsRO;False;;20160621162647;;False;2809;3948;https://about.twitter.com/products/tweetdeck;False;False;3170
True;.@elizabethforma and @MittRomney agree: Trump would put us into a deep recession. https://t.co/66kTxlywHU https://t.co/W2VMrpoSWH;False;;20160621162454;;False;943;2287;https://about.twitter.com/products/tweetdeck;False;False;3171
True;“I’ll admit—it's a little wonky, but...I sweat the specifics because they matter.” https://t.co/JY5wpA23Bv https://t.co/FocZqOVLia;False;;20160621162339;;True;750;1958;https://about.twitter.com/products/tweetdeck;False;False;3172
True;"""If you’re running for president, you should say what you want to do, how you’re going to pay for it, and how you’ll get it done."" —Hillary";False;;20160621162012;;False;1376;3577;https://about.twitter.com/products/tweetdeck;False;False;3173
True;"Our president should fight for families—not just themselves.

Hillary speaks on the economy, live from Ohio: https://t.co/YfLN8kdRvG";False;;20160621161032;;False;631;1839;https://about.twitter.com/products/tweetdeck;False;False;3174
True;"Donald Trump's tax plan would add $30 trillion to the national debt over 20 years. That's ""trillion""—with a ""t."" https://t.co/o79WRixL9A";False;;20160621155110;;False;2208;4281;https://about.twitter.com/products/tweetdeck;False;False;3175
True;Gun violence requires more than moments of silence. It requires action. In failing that test, the Senate failed the American people.;True;POTUS;20160621151637;;False;62341;113861;https://about.twitter.com/products/tweetdeck;False;False;3176
True;What is Trump spending his meager campaign resources on? Why, himself, of course. https://t.co/6LsNwf4gTL;False;;20160621150516;;True;2747;4380;https://about.twitter.com/products/tweetdeck;False;False;3177
False;I will be making a big speech tomorrow to discuss the failed policies and bad judgment of Crooked Hillary Clinton.;False;;20160621142208;;False;9207;27735;http://twitter.com;False;False;3178
True;"""Trump's economic proposals could produce a prolonged recession...and reduce employment by 3.5 million jobs."" —@WSJ https://t.co/MOPrGeCzSz";False;;20160621140251;;False;2570;3989;https://about.twitter.com/products/tweetdeck;False;False;3179
True;"Trump's gotten rich driving companies into the ground. What will he do to the U.S. economy?

Oh wait—we know:
https://t.co/MOPrGekYtZ";False;;20160621125819;;False;4657;7362;http://twitter.com;False;False;3180
False;Crooked Hillary Clinton is totally unfit to be our president-really bad judgement and a temperament, according to new book, which is a mess!;False;;20160621103849;;False;8383;25288;http://twitter.com/download/android;False;False;3181
True;.@JoeBiden is right—Donald Trump’s worldview doesn't reflect our values, and it’s not who we are. https://t.co/k6F440uf8t;False;;20160621024325;;True;1812;5387;https://about.twitter.com/products/tweetdeck;False;False;3182
True;It’s time to demand more than thoughts and prayers from our elected officials. https://t.co/LGl3QkhGAI #DisarmHate https://t.co/ehqCXheGqP;False;;20160621011951;;False;3739;7777;https://about.twitter.com/products/tweetdeck;False;True;3183
True;Enough. -H https://t.co/3herO6i1Pr;False;;20160621004230;;False;6741;13775;https://about.twitter.com/products/tweetdeck;False;False;3184
True;"An overwhelming majority of Americans (and gun owners) support steps to reduce gun violence.

RT if you're one of them. #DisarmHate";False;;20160621002627;;False;21333;20541;https://about.twitter.com/products/tweetdeck;False;True;3185
True;America has always been a nation of immigrants and refugees. On #WorldRefugeeDay, let's reaffirm our commitment to welcoming them. -H;False;;20160620212832;;False;2049;5728;https://about.twitter.com/products/tweetdeck;False;True;3186
True;"Our prayers are not enough to prevent gun violence.

Tell your senators to vote to expand background checks tonight: https://t.co/NLNnxCplEf";False;;20160620211905;;False;1567;3992;https://about.twitter.com/products/tweetdeck;False;False;3187
True;You inspire me too, @ChrisMurphyCT. Let's all demand action on gun violence prevention: https://t.co/yafqJygzVf https://t.co/1Eh4uVmtmB;False;;20160620210156;;False;1252;4031;https://about.twitter.com/products/tweetdeck;False;False;3188
True;Tonight, the Senate will vote on commonsense measures to prevent gun violence. Tell your senators you support them: https://t.co/ukrcuor0YJ;False;;20160620204411;;False;1391;3537;https://about.twitter.com/products/tweetdeck;False;False;3189
True;This is just common sense. It's time for Congress to act. https://t.co/SsJuC4D7Pm;False;;20160620201924;;False;2720;8432;https://about.twitter.com/products/tweetdeck;False;False;3190
True;"We owe families of gun violence victims more than prayers.

Tell your senators to act on gun violence prevention: https://t.co/v0defjTptE";False;;20160620195627;;False;1578;3811;https://about.twitter.com/products/tweetdeck;False;False;3191
True;A behind-the-scenes look at a historic night. https://t.co/LXO5OmgkyL https://t.co/w06yCUfbpz;False;;20160620150738;;False;850;3628;https://about.twitter.com/products/tweetdeck;False;False;3192
True;"Bottom line from @MoodysAnalytics : @realDonaldTrump 's economic plans would cause a ""lengthy recession."" https://t.co/jFWnV1uLiE";True;mpshapiro;20160620143607;;True;602;844;https://about.twitter.com/products/tweetdeck;False;False;3193
True;Happy first day of summer. https://t.co/yfuIRFr6mG;False;;20160620125520;;False;1721;6752;https://about.twitter.com/products/tweetdeck;False;False;3194
False;When I said that if, within the Orlando club, you had some people with guns, I was obviously talking about additional guards or employees;False;;20160620102412;;False;7802;30205;http://twitter.com/download/android;False;False;3195
True;"Gay rights are human rights and human rights are gay rights. Being LGBT does not make you less human.
https://t.co/JkWZto9fz9";False;;20160620021040;;False;4565;11618;http://twitter.com;False;False;3196
False;.@DJohnsonPGA We are so proud of you Dustin. Your reaction under pressure was amazing. First of many Majors. You are a true CHAMPION!;False;;20160620012216;;False;5640;21414;http://twitter.com/download/android;False;False;3197
True;You'll want to read the story behind this photo. https://t.co/Qg7hNkJQgN https://t.co/e7yO9jLF7P;False;;20160620005515;;False;801;2811;https://about.twitter.com/products/tweetdeck;False;False;3198
True;Shirley was 5 years old when women won the right to vote. Today, she's rooting for the first woman president. https://t.co/azwiTfH9th;False;;20160619232840;;False;1507;4509;https://about.twitter.com/products/tweetdeck;False;False;3199
True;At 7:41 AM Saturday, our family and hearts expanded with Aidan’s arrival. We are blessed. https://t.co/QKUMV3ls4N;True;ChelseaClinton;20160619215748;;False;2023;15858;https://about.twitter.com/products/tweetdeck;False;False;3200
True;Aidan has made two dads very happy this Father's Day. Hillary and I are thrilled for Marc and Chelsea! https://t.co/vPuwDA3Lvr;True;billclinton;20160619210815;;False;4542;33791;https://about.twitter.com/products/tweetdeck;False;False;3201
True;What a joy being with our new grandson, Aidan. So grateful. -H https://t.co/0687tOERez;False;;20160619203637;;False;5410;33971;https://about.twitter.com/products/tweetdeck;False;False;3202
True;Imagine if this was our president. https://t.co/DCZLKQAfqx;False;;20160619202027;;False;1184;2743;https://about.twitter.com/products/tweetdeck;False;False;3203
True;"Hillary remembers her dad on Father's Day.
https://t.co/0XQPI7FCJw";True;HFA;20160619183438;;False;872;2931;http://twitter.com;False;False;3204
True;They may be too young to vote, but these supporters are making their voices heard. https://t.co/LHYz7Jknhg;False;;20160619161153;;False;1102;4087;http://twitter.com;False;False;3205
True;Happy Father's Day, @BillClinton! https://t.co/3C2RFFuIAr;False;;20160619140959;;False;3102;17771;http://twitter.com;False;False;3206
False;"""@bfraser747: Watch out HillaryClinton ?? Support @realDonaldTrump ???? ???? #MakeAmericaGreatAgain ???? https://t.co/UTYOLo7wGF""";False;;20160619131735;;False;10397;28973;http://twitter.com/download/android;False;True;3207
False;Yesterday's failing @NYTimes fraudulently shows an empty room prior to my speech, when in fact, it was packed! https://t.co/iFuf8MdTEH;False;;20160619030115;;False;10489;27188;http://twitter.com/download/iphone;False;False;3208
False;How can the NY Times show an empty room hours before my speech even started when they knew it was going to be packed? So totally dishonest!;False;;20160619025751;;False;7679;25807;http://twitter.com/download/iphone;False;False;3209
False;"Donald Trump's Speech Is a Game Changer. #Trump2016
https://t.co/VXjtSivvuU https://t.co/dIK3IyrYGC";False;;20160619022456;;False;4907;14175;http://twitter.com/download/iphone;False;True;3210
False;See you soon Arizona! #Trump2016 https://t.co/W4z2eW5ay4;False;;20160619012832;;False;3648;12939;http://twitter.com/download/iphone;False;True;3211
False;"I love you Arizona! Thank you!
#Trump2016 #AmericaFirst https://t.co/QuTsSmeVdO";False;;20160619011055;;False;5047;16193;http://twitter.com/download/iphone;False;True;3212
True;.@Pontifex is right: Climate change hurts the vulnerable most of all. Let's care for our common home. https://t.co/aNn1TB04s9.  #LaudatoSi;True;rosenbergerlm;20160619005525;;False;381;975;http://twitter.com/download/iphone;False;True;3213
True;"""We've got a candidate in Hillary Clinton who is a fighter. We got one tough cookie."" —@SenWarren
https://t.co/vU6PbTlsY4";True;HFA;20160619000513;;False;2446;5537;https://about.twitter.com/products/tweetdeck;False;False;3214
True;Donald Trump launched his campaign one year ago this week. And what a year it’s been. https://t.co/ag02ZD9QOP;False;;20160618205724;;False;1026;2572;https://about.twitter.com/products/tweetdeck;False;False;3215
True;I've witnessed a lot of special moments as @HillaryClinton's photographer, but June 7 was something special. https://t.co/ErQG2P6zid;True;barb_kinney;20160618201348;;False;978;2625;https://about.twitter.com/products/tweetdeck;False;False;3216
False;"MAKE AMERICA GREAT AGAIN! MAKE AMERICA SAFE AGAIN!
#Trump2016 #AmericaFirst https://t.co/vN4K8FvQNT";False;;20160618200818;;False;7119;19368;http://twitter.com/download/iphone;False;True;3217
False;"Thank you Las Vegas, Nevada!
#Trump2016 #AmericaFirst 
https://t.co/vhGwmhGCVR https://t.co/m1EIra7YMU";False;;20160618193917;;False;3557;11816;http://twitter.com/download/iphone;False;True;3218
False;In Las Vegas, getting ready to speak!;False;;20160618175108;;False;2588;12883;http://twitter.com/download/android;False;False;3219
True;“I’m supporting Hillary Clinton because she’s a fighter, a fighter with guts.” —@SenWarren to the @BostonGlobe https://t.co/6MANlMY3oV;False;;20160618173350;;False;1701;4866;http://twitter.com/download/iphone;False;False;3220
False;Join me in Phoenix, Arizona today at 4pm! #Trump2016 #AmericaFirst https://t.co/PVB6QX7VpK https://t.co/hSaIurAfvD;False;;20160618172231;;False;2780;9780;http://twitter.com/download/iphone;False;True;3221
True;Marc and I are overwhelmed with gratitude and love as we celebrate the birth of our son, Aidan Clinton Mezvinsky.;True;ChelseaClinton;20160618170224;;False;3906;18824;http://twitter.com/download/iphone;False;False;3222
True;"If your business or organization is hiring and needs someone to get the job done, hire a veteran.
https://t.co/sKlNiCFtMM";False;;20160618154224;;False;1826;5234;http://twitter.com;False;False;3223
True;On June 18, 1983, Sally Ride became the first American woman and first LGBT astronaut to go to space. https://t.co/tT08U2WiiW;False;;20160618134116;;False;5994;15626;http://twitter.com;False;False;3224
False;"Thank you Houston, Texas! 
#AmericaFirst #Trump2016 
https://t.co/593p8uRPhq";False;;20160618024421;;False;3422;12714;http://twitter.com/download/iphone;False;True;3225
True;Gun violence and hate aren't isolated—homophobia in Orlando, racism in Charleston. We need to fight them together. https://t.co/HcBJzknBz7;False;;20160618001343;;False;4633;12097;http://twitter.com/download/iphone;False;False;3226
False;Thank you! #AmericaFirst  https://t.co/TZf8uwQO4L;False;;20160617235654;;True;3192;10605;http://twitter.com/download/iphone;False;True;3227
False;The convention in Cleveland will be amazing!  https://t.co/NlF2Gcr915;False;;20160617235529;;True;3375;10403;http://twitter.com/download/iphone;False;False;3228
False;Thank you- on my way!  https://t.co/uTCXPbWpve;False;;20160617235143;;True;2664;9396;http://twitter.com/download/iphone;False;False;3229
False;Thank you @DallasPD!  https://t.co/ORJyN4FsNI;False;;20160617232413;;True;2687;9426;http://twitter.com/download/iphone;False;False;3230
False;"Join me in Phoenix, Arizona tomorrow at 4pm! #Trump2016 #AmericaFirst
https://t.co/PVB6QX7VpK https://t.co/B51r30Mazd";False;;20160617211459;;False;3755;12059;http://twitter.com/download/iphone;False;True;3231
True;In the spirit of the #Charleston9, let’s bridge our divides, fight for change, and remember that love never fails. https://t.co/VL9HAhzoTY;False;;20160617210957;;False;1450;3522;https://about.twitter.com/products/tweetdeck;False;True;3232
True;We can't stop fighting until every LGBT American can live life freely, openly, and without fear. https://t.co/9XaF4l4n21;False;;20160617200625;;False;2148;5742;https://about.twitter.com/products/tweetdeck;False;False;3233
True;One year ago we lost 9 lives in Charleston. 49 in Orlando on Sunday. 26 in Newtown. Too many others. This has to stop. We need to change. -H;False;;20160617183854;;False;4109;12174;https://about.twitter.com/products/tweetdeck;False;False;3234
True;You don't have to be LGBT to stand with the LGBT community. We all have a stake in equality. Thank you, Michael. https://t.co/EfEMVugWCp;False;;20160617181512;;False;2672;7516;https://about.twitter.com/products/tweetdeck;False;False;3235
False;THANK YOU! #AmericaFirst https://t.co/qp07UfnnjM;False;;20160617170723;;False;4469;13938;http://twitter.com/download/iphone;False;True;3236
True;"Donald Trump says he's ""the real friend"" of the LGBT community.

Yeah, no.
https://t.co/TWwZKC5ARS";False;;20160617162914;;False;4755;9342;http://twitter.com;False;False;3237
False;Honored to pray for my friend, @realDonaldTrump, at tonight's Dallas rally. #TrumpDallas c: @DanScavino https://t.co/BcgWuszPnu;True;robertjeffress;20160617152737;;False;4469;13227;http://twitter.com/download/iphone;False;True;3238
True;Trump has made a big show of supposedly supporting veterans. In reality, he's done the exact opposite. https://t.co/LipYR4dYxI;False;;20160617135736;;False;1787;3515;https://about.twitter.com/products/tweetdeck;False;False;3239
True;Helpful. https://t.co/zB9dY1Of3P;False;;20160617123927;;True;1542;6537;http://twitter.com;False;False;3240
False;MAKE AMERICA GREAT AGAIN! MAKE AMERICA SAFE AGAIN!;False;;20160617112404;;False;15977;38794;http://twitter.com/download/android;False;False;3241
False;People very unhappy with Crooked Hillary and Obama on JOBS and SAFETY! Biggest trade deficit in many years! More attacks will follow Orlando;False;;20160617112036;;False;7272;23014;http://twitter.com/download/android;False;False;3242
False;Amazing crowd last night in Dallas - more spirit and passion than ever before. Today, all over the great State of Texas!;False;;20160617110458;;False;4785;19485;http://twitter.com/download/android;False;False;3243
False;"""@VoteTrumpMAGA: The media attack on @realDonaldTrump is relentless. They are desperate. But, they keep #Trump in the news - a good thing.";False;;20160617100942;;False;4382;14532;http://twitter.com/download/android;False;True;3244
True;Hard to believe it's only been a year since Trump announced his candidacy for president. https://t.co/fYf3Kep3Qe;False;;20160617025346;;False;5415;9648;https://about.twitter.com/products/tweetdeck;False;False;3245
False;"Thank you Dallas, Texas! 
https://t.co/ui9tSfMcS8 https://t.co/2iYArmM7oN";False;;20160617021621;;False;4259;15002;http://twitter.com/download/iphone;False;False;3246
True;"""It's in the quiet moments you see why she does this."" Our latest ad:
https://t.co/4b5ix7RJg7";True;HFA;20160617005537;;False;1365;3200;https://about.twitter.com/products/tweetdeck;False;False;3247
True;"6 babies born w/birth defects from Zika &amp; hundreds more pregnant women w/Zika in US, Congress STILL failing to act. https://t.co/970HCPoVLx";True;Ann_OLeary;20160616234709;;False;864;1008;https://about.twitter.com/products/tweetdeck;False;False;3248
True;"""It is cruel and terrible that her life was cut short by a violent act of political intolerance"" —Hillary on Jo Cox: https://t.co/FUShBg11it";False;;20160616231910;;False;2305;5203;https://about.twitter.com/products/tweetdeck;False;False;3249
True;Thank you, @SpencerJCox. Despite our differences, if we stand together, hate can never defeat us. https://t.co/3o9wyU1Ref;False;;20160616221629;;False;1595;4942;https://about.twitter.com/products/tweetdeck;False;False;3250
True;.@oprah Thank you. It’s an honor to have the support of someone who's shattered so many glass ceilings. https://t.co/U34EtHoYQD;False;;20160616213022;;False;3063;8995;https://about.twitter.com/products/tweetdeck;False;False;3251
True;Thanks Chris, for showing what leadership looks like. I hope GOP senators take note. Looking forward to the vote. -H https://t.co/ookEqS1HMd;False;;20160616205628;;True;4378;15684;https://about.twitter.com/products/tweetdeck;False;False;3252
False;"Houston, TX:
https://t.co/nvHRnfi2N7

Las Vegas, NV
https://t.co/ksU8AGrFBS

Phoenix, AZ:
https://t.co/PVB6QX7VpK https://t.co/2ToWwthEeF";False;;20160616203838;;False;3507;9791;http://twitter.com/download/iphone;False;False;3253
True;"Hillary helped get health care for 8 million kids. One of the first ads of the general election:
https://t.co/bkKDfo2gsA";False;;20160616200052;;False;2474;6420;http://twitter.com;False;False;3254
False;Join me in Houston, Texas tomorrow night at 7pm! Tickets: https://t.co/nvHRnfzEbH https://t.co/Yd3f8xLpPl;False;;20160616191623;;False;3441;10155;http://twitter.com/download/iphone;False;False;3255
False;Flying to Dallas now with @realDonaldTrump...Reports of discord are pure fiction. Great events lined up all over Texas.  Rs will win in Nov!;True;Reince;20160616190745;;False;6373;15387;http://twitter.com/download/iphone;False;False;3256
True;"“Hillary Clinton has proven herself as a champion of the labor movement."" https://t.co/STSP2CRgbp";False;;20160616181448;;True;1060;3169;http://twitter.com;False;False;3257
False;"""Donald Trumps Speech Is a Game Changer."" https://t.co/VXjtSivvuU https://t.co/J777QHdYa3";False;;20160616165900;;False;4781;13860;http://twitter.com/download/iphone;False;False;3258
False;The trade deficit rose to a 7yr high thanks to horrible trade policies Clinton supports. I will fix it fast- JOBS! https://t.co/jaGeN4u50U;False;;20160616165439;;False;5086;13143;http://twitter.com/download/iphone;False;False;3259
False;"McAllen, Texas- 8 miles from 
U.S. - Mexico border. #Trump2016 
Video: https://t.co/pQ4nSTnVrK https://t.co/dKBTP1QjH3";False;;20160616165000;;False;3671;9391;http://twitter.com/download/iphone;False;True;3260
True;Working people have spoken, and we proudly endorse @HillaryClinton https://t.co/V1gtQO9G6B #ShesWithUs;True;AFLCIO;20160616160041;;False;869;1752;https://about.twitter.com/products/tweetdeck;False;True;3261
True;"One year ago today, @realDonaldTrump announced his campaign for president.

And what a year it's been.
https://t.co/fYf3Ke7srE";False;;20160616152433;;False;5547;9456;http://twitter.com;False;False;3262
True;It's absurd that people with suspected terrorist links can buy a gun in America, no questions asked. https://t.co/y0yVjO1k1K;False;;20160616150507;;False;5986;16831;https://about.twitter.com/products/tweetdeck;False;False;3263
True;Proud to have @POTUS on this team. https://t.co/AHX7oyyVgg;True;HFA;20160616131925;;False;1166;3459;https://about.twitter.com/products/tweetdeck;False;False;3264
True;"Belgium: Donald Trump's favorite ""city.""
https://t.co/9ASLMhAbiF";False;;20160616024527;;False;7704;13048;http://twitter.com;False;False;3265
False;"""@realericjallen: @realDonaldTrump is a Common Sense Conservative! President Trump=Competence, Safety, Unity, &amp; US JOBS, JOBS, JOB.";False;;20160616023646;;False;4809;15253;http://twitter.com/download/android;False;False;3266
True;Thank you, @SenWarren. Proud to be in this fight with you. https://t.co/2bbZ70Pidx;False;;20160615235338;;False;2920;9846;https://about.twitter.com/products/tweetdeck;False;False;3267
True;Let us never forget the victims and their families. They deserve action. #OrlandoUnited #Enough #Filibuster https://t.co/2NaZXdb0k9;True;SenatorBaldwin;20160615232427;;False;2117;4965;https://about.twitter.com/products/tweetdeck;False;True;3268
False;Trump's speech today was Churchillian, only better.  You can tell by the spluttering hysteria on TV about @realDonaldTrump.;True;AnnCoulter;20160615225749;;False;5135;13314;http://twitter.com/download/iphone;False;False;3269
False;I will be interviewed on @greta at 7:00 P.M.  @FoxNews;False;;20160615224953;;False;2038;9210;http://twitter.com/download/android;False;False;3270
True;"An ""assault on our values""
A ""new low""
""Plays into ISIS's hands""

Newspapers react to Trump's Orlando speech: https://t.co/EiUCbx9z3r";False;;20160615212714;;False;1565;3515;https://about.twitter.com/products/tweetdeck;False;False;3271
False;"Finally an accurate story from the Washington Post!
https://t.co/0nNKEBSd73";False;;20160615212514;;False;3630;10865;http://twitter.com/download/iphone;False;False;3272
False;"Join me in Dallas, Texas on Thursday!
#AmericaFirst #Trump2016 
https://t.co/fX0kXZUNqz https://t.co/c7sCbHDAQh";False;;20160615205245;;False;4457;12651;http://twitter.com/download/iphone;False;True;3273
False;Thank you Atlanta, Georgia! Will be back soon! #AmericaFirst https://t.co/cVJvfcoGOt;False;;20160615200447;;False;3735;14461;http://twitter.com/download/iphone;False;True;3274
True;Thousands of families are together thanks to @POTUS's action on DACA 4 years ago. We need to protect DACA/DAPA and pass immigration reform.;False;;20160615200418;;False;1135;3581;https://about.twitter.com/products/tweetdeck;False;False;3275
True;Some fights are too important to stay silent. Preventing gun violence is one of them. Stand strong @ChrisMurphyCT. https://t.co/LEl7iSLCgF;False;;20160615190537;;True;5841;15006;https://about.twitter.com/products/tweetdeck;False;False;3276
True;"Your @GOP presidential nominee responding to a terrorist attack with lies and conspiracy theories.
https://t.co/TZJmXefmx4";False;;20160615164841;;False;4053;8166;http://twitter.com;False;False;3277
True;Donald Trump isn’t running a campaign against political correctness. He’s just running a campaign that is against being correct.;True;JesseFFerguson;20160615150906;;False;2173;4983;https://about.twitter.com/products/tweetdeck;False;False;3278
True;Donald Trump is an expert at distracting people from the fact that he has nothing substantive to say for himself. https://t.co/1ZHvalDS3R;False;;20160615135914;;False;7000;17749;https://about.twitter.com/products/tweetdeck;False;False;3279
False;I will be meeting with the NRA, who has endorsed me, about not allowing people on the terrorist watch list, or the no fly list, to buy guns.;False;;20160615135031;;False;14021;47759;http://twitter.com/download/android;False;False;3280
False;The press is so totally biased that we have no choice but to take our tough but fair and smart message directly to the people!;False;;20160615134414;;False;8859;27520;http://twitter.com/download/android;False;False;3281
False;"An: Media fell all over themselves criticizing what DonaldTrump ""may have insinuated about @POTUS."" But he's right: https://t.co/bIIdYtvZYw";False;;20160615133817;;False;7907;14514;http://twitter.com/download/android;False;False;3282
True;"America has always been a country of ""we,"" not ""me."" And we've always been stronger together. https://t.co/hInlN74PFR";False;;20160615031324;;False;3717;12725;https://about.twitter.com/products/tweetdeck;False;False;3283
False;Thank you Greensboro, North Carolina! Will be back soon! #AmericaFirst https://t.co/R29WMGNLGG;False;;20160615024032;;False;4974;18172;http://twitter.com/download/iphone;False;True;3284
True;"A presidential candidate just accused me and thousands of other troops of embezzlement while in a combat zone. 

https://t.co/Seiu5P0KcB";True;bkesling;20160615023001;;False;3349;2956;https://about.twitter.com/products/tweetdeck;False;False;3285
