False;text;is_retweet;original_author;time;in_reply_to_screen_name;is_quote_status;retweet_count;favorite_count;source_url;truncated;hasHashtag;TweetID
True;We need to make sure every American has high-speed internet access. And we will: https://t.co/jAszaFw1t3 https://t.co/fPOueqdTba;False;;20160813162257;;False;3447;9158;https://about.twitter.com/products/tweetdeck;False;False;1319
True;"Press play for a preview of the new campaign podcast With Her. Stream the full episode here: https://t.co/3B2EmK8eDc
https://t.co/G6TVuRAgIO";False;;20160813140213;;False;1220;3400;http://twitter.com;False;False;1320
True;As track and field begins, we're honoring Wilma Rudolph: the first U.S. woman to win 3 track golds in one Olympics. https://t.co/HW10MpbVuR;False;;20160813022625;;False;4817;15855;http://twitter.com;False;False;1321
False;Will be on @seanhannity tonight at 10pm, hosted by @GovMikeHuckabee. Enjoy!;False;;20160813001738;;False;4205;16760;http://twitter.com/download/iphone;False;False;1322
True;Just released my tax returns, @realDonaldTrump. Where are yours? https://t.co/PgQ6XIGTqg;True;timkaine;20160812224727;;False;5335;12214;http://twitter.com;False;False;1323
True;Many people are saying Trump won't release his tax returns because he's hiding something. What do you think it is?;False;;20160812215632;;False;7020;13427;http://twitter.com;False;False;1324
True;Wonder what Trump's hiding in his tax returns? Tap through the reel to see some of the best guesses! https://t.co/XARmiDXAI9;True;TheBriefing2016;20160812202210;;False;2355;3779;https://about.twitter.com/products/tweetdeck;False;False;1325
False;Thank you Erie, Pennsylvania! Together we will #MakeAmericaGreatAgain! https://t.co/5hZp7PnRoT;False;;20160812194818;;False;7797;23799;http://twitter.com/download/iphone;False;True;1326
True;LGBT kids are perfect the way they are. They deserve love and acceptance—not bullying and violence. https://t.co/RXcjvISf3O;False;;20160812194713;;True;6219;15815;http://twitter.com;False;False;1327
True;RT if you agree: Every student should learn computer science. https://t.co/IzFbWB4I1I;True;HFA;20160812185105;;False;1883;3340;https://about.twitter.com/products/tweetdeck;False;False;1328
True;"""We cannot succeed when half of us are held back. Education is the only solution.""—Malala #YouthDay https://t.co/v4E47uT4UM";True;MalalaFund;20160812181100;;False;2058;4279;https://about.twitter.com/products/tweetdeck;False;True;1329
False;Unbelievable support in Florida last night - thank you! #MAGA https://t.co/WNDAagFRRS;False;;20160812173631;;False;7739;24450;http://twitter.com/download/iphone;False;True;1330
True;Last night, U.S. Olympic swimmer @Simone_Manuel won gold and made history. https://t.co/fShTxbpX2x;False;;20160812171632;;False;2411;9321;http://twitter.com;False;False;1331
True;Housing discrimination cuts right to the heart of who we are as a society. We need to do all we can to fight it: https://t.co/RcNveGGwZM;True;timkaine;20160812163056;;False;1243;3077;https://about.twitter.com/products/tweetdeck;False;False;1332
True;Here's a pretty incredible fact: There is a non-zero chance that Donald Trump isn't paying *any* taxes. https://t.co/Aefxj6CKCd;False;;20160812161604;;False;4977;11309;https://about.twitter.com/products/tweetdeck;False;False;1333
True;Here's why Donald Trump might be refusing to release his tax returns: https://t.co/M4MSBonNyo;False;;20160812153346;;False;4380;8033;https://about.twitter.com/products/tweetdeck;False;False;1334
True;You can also listen to the first episode of With Her by streaming here: https://t.co/BVmjS8MFWn;False;;20160812151919;HillaryClinton;False;524;1463;http://twitter.com;False;False;1335
True;"I'm doing a new podcast that will run through Election Day and @hillaryclinton is my co-host 
 https://t.co/FhBROuw0zy";True;maxlinsky;20160812145751;;False;522;1468;https://about.twitter.com/products/tweetdeck;False;False;1336
True;?? Just launched: With Her, our official campaign podcast. Subscribe and listen to Episode 1: https://t.co/IIzDVOt3r4;False;;20160812142445;;False;1439;3494;http://twitter.com/download/iphone;False;False;1337
False;ISIS gained tremendous strength during Hillary Clinton's term as Secretary of State. When will the dishonest media report the facts!;False;;20160812130106;;False;15354;39962;http://twitter.com/download/android;False;False;1338
True;"Why is @realDonaldTrump refusing to release his tax returns? Some ideas:
https://t.co/M4MSBo6c9O";False;;20160812121308;;False;5900;9851;http://twitter.com;False;False;1339
False;I love watching these poor, pathetic people (pundits) on television working so hard and so seriously to try and figure me out. They can't!;False;;20160812114343;;False;13920;42214;http://twitter.com/download/android;False;False;1340
False;A massive tax increase will be necessary to fund Crooked Hillary Clinton's agenda. What a terrible (and boring) rollout that was yesterday!;False;;20160812110751;;False;10366;33499;http://twitter.com/download/android;False;False;1341
False;"""@laurencristmann: Thank you for coming to Pennsylvania today. I will be there with @C_Lynne_Ryan your 3rd CD delegate at 2 pm""";False;;20160812105734;;False;3068;12560;http://twitter.com/download/android;False;False;1342
False;"Ratings challenged @CNN reports so seriously that I call President Obama (and Clinton) ""the founder"" of ISIS, &amp; MVP. THEY DON'T GET SARCASM?";False;;20160812102620;;False;8106;25231;http://twitter.com/download/android;False;False;1343
False;"""@EnemyWithinn: @realDonaldTrump @elsolarverde @nytimes People gotta stop believing media lies about Trump."" That would indeed be nice!";False;;20160812041025;;False;6874;21566;http://twitter.com/download/android;False;False;1344
False;"""@elsolarverde: THE CORRUPT MEDIA CREATS CONTROVERSY AGAINST @realDonaldTrump TO AVOID ISSUES ABOUT HillaryClinton https://t.co/RW5UcWLfA8""";False;;20160812040622;;False;12000;27745;http://twitter.com/download/android;False;False;1345
False;"""@SheriffClarke: https://t.co/G9R9CGhf8q Everything coming from this administration is a lie. Only @realDonaldTrump will change it""";False;;20160812035911;;False;6502;16029;http://twitter.com/download/android;False;False;1346
True;".@TeamUSA at the White House, circa 2000. #TBT
https://t.co/cix9dny7PU";False;;20160812011239;;False;961;3655;http://twitter.com;False;True;1347
True;Congrats on bringing home the gold and silver, Simone and Aly. We’re all so proud of you! -H https://t.co/oqYrHXmZTH;False;;20160811230300;;True;3561;17880;http://twitter.com;False;False;1348
False;Will be doing @oreillyfactor tonight at 8pm. Enjoy!;False;;20160811220130;;False;4125;16447;http://twitter.com/download/iphone;False;False;1349
True;"Trump wants America to work for him and his friends.

We need to build an economy that works for everyone.
https://t.co/p0bpzITUpv";False;;20160811211225;;False;2825;7701;http://twitter.com;False;False;1350
True;The choice on climate change couldn't be more stark: https://t.co/K745PdjVmW. https://t.co/us7OyJcdx4;True;HFA;20160811204105;;False;1563;3261;https://about.twitter.com/products/tweetdeck;False;False;1351
True;It's not just a value—it's a real plan. https://t.co/OvGzoPTtwg https://t.co/hI6Ip27HHm;False;;20160811195853;;False;1497;3928;https://about.twitter.com/products/tweetdeck;False;False;1352
True;.@HillaryClinton hits the Trump Loophole - his backdoor tax break for billionaires like himself. Read about it here: https://t.co/35R3aVlCfV;True;mpshapiro;20160811192015;;False;1293;1944;https://about.twitter.com/products/tweetdeck;False;False;1353
True;Let’s go out and build the future. https://t.co/OvGzoPTtwg;False;;20160811183056;;False;868;2554;https://about.twitter.com/products/tweetdeck;False;False;1354
True;"""One of the reasons I asked Tim Kaine to be my running mate is that he...has a record of working across the aisle."" https://t.co/CNwtLVWl8n";False;;20160811182512;;True;1219;4433;https://about.twitter.com/products/tweetdeck;False;False;1355
True;Strengthening unions doesn’t just serve their members—it leads to better pay, benefits, and working conditions for all employees.;False;;20160811182236;;False;2314;6298;https://about.twitter.com/products/tweetdeck;False;False;1356
True;"Trump wants to give trillions in tax breaks to people like himself.

Instead, let’s invest in our veterans, kids, schools and police.";False;;20160811181604;;False;2212;7113;https://about.twitter.com/products/tweetdeck;False;False;1357
True;The 400 richest taxpayers in America would get an average tax cut of more than $15 million a year from the Trump loophole.;False;;20160811181513;;False;1576;3463;https://about.twitter.com/products/tweetdeck;False;False;1358
True;Trump wants to eliminate the estate tax. What that would mean: his family gets a $4 billion tax cut. 99.8% of Americans get nothing.;False;;20160811181448;;False;3710;7217;https://about.twitter.com/products/tweetdeck;False;False;1359
True;Trump would give trillions in tax cuts to big corporations, millionaires, and Wall Street money managers. https://t.co/tymag0QkLx;False;;20160811181349;;False;955;2121;https://about.twitter.com/products/tweetdeck;False;False;1360
True;Multi-millionaires should not be able to pay a lower tax rate than their secretaries: https://t.co/XFX93S1Vgh;False;;20160811181228;;False;942;2624;https://about.twitter.com/products/tweetdeck;False;False;1361
True;Every employee, from the CEO suite to the factory floor, contributes to a business’ success, so everybody should share in the rewards.;False;;20160811181033;;False;1173;3825;https://about.twitter.com/products/tweetdeck;False;False;1362
True;"One positive thing Trump could do to make America great again?

Actually make great things in America: https://t.co/lg8Xqwblam";False;;20160811180934;;False;1181;2809;https://about.twitter.com/products/tweetdeck;False;False;1363
True;"If @TeamUSA was as fearful as Trump, Michael Phelps and Simone Biles would be cowering in the locker room.

America isn’t afraid to compete.";False;;20160811180839;;False;2082;7509;https://about.twitter.com/products/tweetdeck;False;False;1364
True;Trump may talk a big game on trade, but his approach is based on fear, not strength—fear that we can’t compete with the rest of the world.;False;;20160811180756;;False;1109;3953;https://about.twitter.com/products/tweetdeck;False;False;1365
True;"""As president, I will stand up to China and anyone else who tries to take advantage of American workers and companies."" —Hillary";False;;20160811180608;;False;990;4224;https://about.twitter.com/products/tweetdeck;False;False;1366
True;We’re going to invest in union training programs and apprenticeship programs so you can earn while you learn: https://t.co/sbbiIqIz0c;False;;20160811180519;;False;1027;2655;https://about.twitter.com/products/tweetdeck;False;False;1367
True;A four-year degree shouldn’t be the only path to a good job. You should be able to learn a skill, practice a trade, and make a good living.;False;;20160811180303;;False;3116;7185;https://about.twitter.com/products/tweetdeck;False;False;1368
True;It’s not right that Donald Trump can ignore his debts, but students and families can’t refinance theirs.;False;;20160811180206;;False;1865;5129;https://about.twitter.com/products/tweetdeck;False;False;1369
True;Let’s fight to make college tuition-free for the middle class and debt-free for everyone: https://t.co/BNZJ6ScplY;False;;20160811180125;;False;738;2421;https://about.twitter.com/products/tweetdeck;False;False;1370
True;The people taking care of our children and our parents deserve a good wage, good benefits, and a secure retirement.;False;;20160811175958;;False;958;3302;https://about.twitter.com/products/tweetdeck;False;False;1371
True;Donald Trump has spent his whole career stiffing small businesses. https://t.co/i51CBQ9lKM;False;;20160811175713;;False;1941;3484;https://about.twitter.com/products/tweetdeck;False;False;1372
True;We’re going to invest $10 billion in “Make it in America” partnerships to support American manufacturing: https://t.co/21iaJ5hq7X;False;;20160811175512;;False;624;1888;https://about.twitter.com/products/tweetdeck;False;False;1373
True;"""Some country is going to be the clean energy superpower of the 21st century and create millions of jobs...I want it to be us."" —Hillary";False;;20160811175446;;False;1386;4168;https://about.twitter.com/products/tweetdeck;False;False;1374
True;Starting on day one, we will work with both parties to pass the biggest investment in new, good-paying jobs since World War II.;False;;20160811175210;;False;893;3446;https://about.twitter.com/products/tweetdeck;False;False;1375
True;One of the many stark choices we face in this election. https://t.co/sCQJXB7mEV;False;;20160811175006;;False;1031;2941;https://about.twitter.com/products/tweetdeck;False;False;1376
True;Every American willing to work hard should be able to find a job that provides dignity, pride, and decent pay that can support a family.;False;;20160811174833;;False;1160;4186;https://about.twitter.com/products/tweetdeck;False;False;1377
True;We are resilient, determined, and hard-working. There’s nothing America can’t do if we do it together.;False;;20160811174611;;False;803;2673;https://about.twitter.com/products/tweetdeck;False;False;1378
True;"When Trump visited Detroit on Monday he talked only of failure, poverty, and crime.

He’s missing so much about what makes Michigan great.";False;;20160811174444;;False;2170;8047;https://about.twitter.com/products/tweetdeck;False;False;1379
True;Hillary is speaking live from Detroit on the economy. Don’t miss it. Tune in now: https://t.co/YgVauYf0Ol;False;;20160811174038;;False;450;1387;https://about.twitter.com/products/tweetdeck;False;False;1380
True;Anyone willing to sink so low, so often should never be allowed to serve as our Commander-in-Chief.;False;;20160811171651;HillaryClinton;False;3417;9059;http://twitter.com;False;False;1381
True;No, Barack Obama is not the founder of ISIS.;False;;20160811171559;HillaryClinton;False;12435;22461;http://twitter.com;False;False;1382
True;It can be difficult to muster outrage as frequently as Donald Trump should cause it, but his smear against President Obama requires it.;False;;20160811171435;;False;6123;17899;https://about.twitter.com/products/tweetdeck;False;False;1383
True;Donald Trump’s tax plan mostly helps...Donald Trump. And people like him at the top. https://t.co/5luTzXmZDP;True;TheBriefing2016;20160811165022;;False;1567;2309;https://about.twitter.com/products/tweetdeck;False;False;1384
True;Unlike Donald Trump's, our campaign is about issues—not insults. https://t.co/puVZP5iFRE https://t.co/pB0DcV1TeP;False;;20160811142230;;False;2577;7683;https://about.twitter.com/products/tweetdeck;False;False;1385
False;This is no surprise. Constant phony reporting from failing @CNN turns everyone off. The American people get it! https://t.co/a1A6XMfYx1;False;;20160811141540;;False;11124;30905;http://twitter.com/download/iphone;False;False;1386
True;My heart breaks for the family of the officer killed in Arkansas today. Grateful for his service to his community. -H;False;;20160811023947;;False;2104;10142;http://twitter.com/download/iphone;False;False;1387
False;"Thank you Fort Lauderdale, Florida. 
#MakeAmericaGreatAgain https://t.co/cjivzdRpU1";False;;20160811021201;;False;7080;23003;http://twitter.com/download/iphone;False;True;1388
False;Great job today by the NYPD in protecting the people and saving the climber.;False;;20160811020707;;False;8432;34299;http://twitter.com/download/iphone;False;False;1389
True;"Our kids see the president as a role model. How will they see Donald Trump?
https://t.co/xOxe3LdL70";False;;20160811005850;;False;6381;11599;http://twitter.com;False;False;1390
True;"Who benefits from Donald Trump's ""new"" economic plan? Rich people like Donald Trump. https://t.co/fDTcHhgCbz";False;;20160811000132;;False;1275;3074;https://about.twitter.com/products/tweetdeck;False;False;1391
False;Reuters just announced that Secret Service never spoke to me or my campaign. Made up story by @CNN is a hoax. Totally dishonest.;False;;20160810233815;;False;21176;46440;http://twitter.com/download/iphone;False;False;1392
False;"""@DSF2020: Really admire your determination: Working so hard for all Americans n daily having to defend yourself from a biased Media.""";False;;20160810233635;;False;5903;20877;http://twitter.com/download/android;False;False;1393
True;Young people face tough challenges, but they have the ability to do something about it: Vote. https://t.co/dm98k71nf1;False;;20160810221211;HillaryClinton;False;994;2267;https://about.twitter.com/products/tweetdeck;False;False;1394
True;We're also going to make sure future generations inherit a cleaner planet—and create millions of jobs along the way. https://t.co/HvrbycAnAy;False;;20160810220103;HillaryClinton;False;1163;3026;https://about.twitter.com/products/tweetdeck;False;False;1395
True;Let's make it easier for young people to start businesses and fulfill their dreams. https://t.co/cJzNCnaahh https://t.co/vZHW9VZKDT;False;;20160810214820;HillaryClinton;False;828;1805;https://about.twitter.com/products/tweetdeck;False;False;1396
True;And, unlike @realDonaldTrump, we're gonna make it easier for people who *aren't* celebrities to get apprenticeships. https://t.co/SdCUIITwuY;False;;20160810213823;HillaryClinton;False;845;2173;https://about.twitter.com/products/tweetdeck;False;False;1397
True;Young Americans have the most to gain from Hillary's economic plan—and the most to lose under Trump's policies. https://t.co/V1u6kLTjNy;False;;20160810212739;HillaryClinton;False;990;2080;https://about.twitter.com/products/tweetdeck;False;False;1398
True;When you dig deeper, you see that young people of color have faced even greater challenges. That has to change. https://t.co/8mpMkHn2sH;False;;20160810211622;;False;2418;6502;https://about.twitter.com/products/tweetdeck;False;False;1399
True;Young people were among the hardest hit during the great recession—and the effects still linger. https://t.co/XFIZKrCHxF;False;;20160810210702;;False;1305;3807;https://about.twitter.com/products/tweetdeck;False;False;1400
False;"Thank you Abingdon, Virginia! 
#MakeAmericaGreatAgain 
https://t.co/g7ivluiyF2 https://t.co/RQUKD6sjno";False;;20160810210701;;False;5069;15769;http://twitter.com/download/iphone;False;True;1401
False;"No such meeting or conversation ever happened - a made up story by ""low ratings"" @CNN.";False;;20160810204933;;False;7218;21077;http://twitter.com/download/iphone;False;False;1402
False;"Great meeting w/ coal miners &amp; leaders from the Virginia coal industry- thank you! #MAGA
https://t.co/wnpVlq6oe4 https://t.co/32gdX684ew";False;;20160810203758;;False;7565;21878;http://twitter.com/download/iphone;False;True;1403
True;Imagine how you'll feel the day after the election if we haven't joined together to chart a course of optimism. https://t.co/tTgeqxNqYm;False;;20160810194958;;False;1474;4030;https://about.twitter.com/products/tweetdeck;False;False;1404
True;"""I am humbled and moved by the Republicans who are willing to stand up and say that Donald Trump does not represent their values.” —Hillary";False;;20160810194332;;False;6777;27130;https://about.twitter.com/products/tweetdeck;False;False;1405
True;Donald Trump has spent his career stiffing small businesses, refusing to pay them what they’re owed. https://t.co/un2YiRLEYF;False;;20160810194042;;False;6378;9889;https://about.twitter.com/products/tweetdeck;False;False;1406
True;“When they have student debt, we’ll put a three year moratory on that so they can start their own businesses!”—@HillaryClinton;True;HillaryforIA;20160810194006;;False;414;1458;https://about.twitter.com/products/tweetdeck;False;False;1407
True;We can be the clean energy superpower of the 21st Century. https://t.co/Zb8w0tLYkS;False;;20160810193725;;False;729;2133;https://about.twitter.com/products/tweetdeck;False;False;1408
True;We are living off of the infrastructure built by our parents and grandparents. It’s overdue for upgrades: https://t.co/KjhFN0QS2c;False;;20160810193616;;False;1475;3845;https://about.twitter.com/products/tweetdeck;False;False;1409
True;We’re going to make the biggest investment in good-paying jobs since World War II: https://t.co/NC6FHkl53y;False;;20160810193335;;False;769;2404;https://about.twitter.com/products/tweetdeck;False;False;1410
True;Hillary's talking about the economy in Des Moines. Tune in now to watch: https://t.co/5VPr9qVgkv;False;;20160810192856;;False;386;1296;https://about.twitter.com/products/tweetdeck;False;False;1411
True;"If you're a millionaire, you'll do great under Trump's economic plan. Everyone else? Well...

Take a look: https://t.co/zavnOS2RdL";False;;20160810180112;;False;1382;3204;https://about.twitter.com/products/tweetdeck;False;False;1412
False;I will be interviewed on @greta tonight at 7pm. Enjoy! https://t.co/9yicUxd87D;False;;20160810175453;;False;5384;18143;http://twitter.com/download/iphone;False;False;1413
False;My thoughts and prayers are with the two police officers shot in Sebastian County, Arkansas. #LESM;False;;20160810174326;;False;10894;32456;http://twitter.com/download/iphone;False;True;1414
True;"""The time has come for Republicans...to repudiate Mr. Trump once and for all."" —@nytimes https://t.co/yMKCpKMC4l";False;;20160810170137;;False;2277;5089;https://about.twitter.com/products/tweetdeck;False;False;1415
False;.@dbongino  You were fantastic in defending both the Second Amendment and me last night on @CNN. Don Lemon is a lightweight - dumb as a rock;False;;20160810150801;;False;9720;29940;http://twitter.com/download/android;False;False;1416
True;David's letter to his daughter about why he can't support Donald Trump really hits home. https://t.co/uyDaDdcpab;True;timkaine;20160810144815;;False;1641;3562;https://about.twitter.com/products/tweetdeck;False;False;1417
False;"""@dbongino: ‘Now cut off my mic!’ Bongino refuses to be bullied by Don Lemon over Trump, 2nd Amendment – HEATED! https://t.co/UgtfaUXzcr""";False;;20160810144330;;False;7925;18918;http://twitter.com/download/android;False;False;1418
False;Media desperate to distract from Clinton's anti-2A stance. I said pro-2A citizens must organize and get out vote to save our Constitution!;False;;20160810022112;;False;15262;38705;http://twitter.com/download/iphone;False;False;1419
False;When is the media going to talk about Hillary's policies that have gotten people killed, like Libya, open borders, and maybe her emails?;False;;20160810011139;;False;21098;52581;http://twitter.com;False;False;1420
False;"Thank you Senator @ChuckGrassley! #TrumpPence16
https://t.co/YmdH3fcaeW";False;;20160810001846;;False;6916;19260;http://twitter.com;False;True;1421
True;"Our kids are watching, Donald.
https://t.co/yRnhmfHIWh";False;;20160810001812;;False;11795;23619;http://twitter.com;False;False;1422
False;"Thank you @SenatorFischer! #TrumpPence16
https://t.co/RMtU6aRZTQ";False;;20160810001728;;False;3561;12558;http://twitter.com;False;True;1423
True;".@realDonaldTrump might astound Americans on a routine basis, but we must draw a line between political speech &amp; suggestions of violence.";True;GabbyGiffords;20160809232049;;False;9216;18857;https://about.twitter.com/products/tweetdeck;False;False;1424
True;"Welcome back, Madame Secretary.

Hillary heads back to Des Moines this Wednesday. RSVP: https://t.co/cwo0OodC6J. https://t.co/OINTxv21hB";True;HillaryforIA;20160809214448;;False;585;1843;https://about.twitter.com/products/tweetdeck;False;False;1425
False;"Thank you Wilmington, North Carolina!
#MakeAmericaGreatAgain https://t.co/ZnnaSPF5or";False;;20160809210738;;False;7940;26467;http://twitter.com;False;True;1426
False;But there IS something we will do on #ElectionDay: Show up and vote for the #2A! #DefendtheSecond #NeverHillary;True;NRA;20160809204942;;False;7523;15524;http://twitter.com;False;True;1427
False;.@RealDonaldTrump is right. If @HillaryClinton gets to pick her anti-#2A #SCOTUS judges, there’s nothing we can do. #NeverHillary;True;NRA;20160809204938;;False;7813;15854;http://twitter.com;False;True;1428
False;2/2  How many of our presidents, even our great presidents, would have handled the antics that went on in that auditorium as well as he did?;True;Carl_C_Icahn;20160809201516;;False;4362;12993;http://twitter.com/download/iphone;False;False;1429
False;1/2   Believe Trump gave a great speech.;True;Carl_C_Icahn;20160809201514;;False;3478;11406;http://twitter.com/download/iphone;False;False;1430
True;"""A person seeking to be the President of the United States should not suggest violence in any way."" https://t.co/Uu55CBCqdK";False;;20160809200351;;False;14963;33791;https://about.twitter.com/products/tweetdeck;False;False;1431
True;Here’s the sad truth: There is no other Donald Trump. This is it. https://t.co/XNDh0d5csA;False;;20160809191329;;False;2820;8906;https://about.twitter.com/products/tweetdeck;False;False;1432
True;How can we prevent the spread of Zika in the U.S.? Hillary and @TimKaine respond on @Quora: https://t.co/ncuMmTCrSN https://t.co/ZeQOgVVxhX;False;;20160809172815;;False;1121;2783;https://about.twitter.com/products/tweetdeck;False;False;1433
True;"Donald Trump's economic plan is a bad deal for working families—and a big tax cut for Donald Trump.
https://t.co/D0oOe6bwza";False;;20160809152006;;False;3838;7079;http://twitter.com;False;False;1434
True;"Trump's trickle-down economic plan: big giveaways for those at the top at the expense of everyone else.
https://t.co/rXg4m7ulg4";False;;20160809142338;;False;2283;5855;http://twitter.com;False;False;1435
False;"""@LinHen23:  @foxandfriends Loved Trump's answers to voters questions this morning! Trump's economic plan will help #MAGA #NeverHillary""";False;;20160809120225;;False;5573;18225;http://twitter.com/download/android;False;True;1436
False;"""@sprts08: @realDonaldTrump @foxandfriends great interview.....all solid points on our economy TRUMP2016""";False;;20160809120133;;False;3881;14179;http://twitter.com/download/android;False;False;1437
False;I am running against the Washington insiders, just like I did in the Republican Primaries. These are the people that have made U.S. a mess!;False;;20160809115925;;False;16457;47255;http://twitter.com/download/android;False;False;1438
False;Will be interviewed on @foxandfriends now!;False;;20160809113243;;False;2223;11737;http://twitter.com/download/android;False;False;1439
False;Being in Detroit today was wonderful. Quick stop in Ohio to meet with some of our great supporters. Just got back home!;False;;20160809024510;;False;5793;26126;http://twitter.com/download/android;False;False;1440
True;Thank you to the more than 2 million people who have donated to this campaign. Chip in now to join them: https://t.co/r3sF3mwlFX;False;;20160809022247;;False;1716;6527;http://twitter.com/download/iphone;False;False;1441
False;"We Can Do Better, We Must Do Better, We Will Do Better 
By LTG (R) Keith Kellogg and LTG (R) Michael Flynn @GenFlynn https://t.co/x8g3MdWjln";True;FieldofFight;20160809010023;;False;4152;9557;http://twitter.com/download/iphone;False;False;1442
False;'As Senator Clinton promised 200,000 jobs in Upstate New York - her efforts fell flat.' https://t.co/I2WqZb5N8P https://t.co/i5S3mtJWpe;False;;20160808231842;;False;7975;17817;http://twitter.com/download/iphone;False;False;1443
False;Many people are saying that the Iranians killed the scientist who helped the U.S. because of Hillary Clinton's hacked emails.;False;;20160808224533;;False;13479;34229;http://twitter.com/download/iphone;False;False;1444
False;Thank you Newt!  https://t.co/Acg0hMvrpr;False;;20160808224356;;True;9033;25662;http://twitter.com/download/iphone;False;False;1445
True;50 GOP officials sign a letter declaring that Trump “would be the most reckless president in American history” https://t.co/QglcBt9uog;True;nytimes;20160808224321;;False;4348;6040;https://about.twitter.com/products/tweetdeck;False;False;1446
False;Thank you Congressman Steven Palazzo! https://t.co/R5Z4CGfjqJ https://t.co/XGSIJJQiGJ;False;;20160808222702;;False;6183;16834;http://twitter.com/download/iphone;False;False;1447
False;"Thank you Senator David Perdue!
https://t.co/d0dCUZ20jf https://t.co/LmfiGByFPb";False;;20160808222409;;False;6203;15843;http://twitter.com/download/iphone;False;False;1448
False;"Thank you @RepLouBarletta!
https://t.co/bre8u93vac https://t.co/eKtSXUw51R";False;;20160808222031;;False;4726;13869;http://twitter.com/download/iphone;False;False;1449
False;Thank you @NFIB- together we will #MakeAmericaGreatAgain!  https://t.co/wQQIHQKsdK;False;;20160808221544;;True;4579;13543;http://twitter.com/download/iphone;False;True;1450
False;Thank you!  https://t.co/4p0hzpkVWF;False;;20160808221221;;True;3659;12284;http://twitter.com/download/iphone;False;False;1451
False;Thank you Alex!  https://t.co/c2uIa7mndP;False;;20160808220625;;True;4295;13400;http://twitter.com/download/iphone;False;False;1452
True;Even @realDonaldTrump's childcare plan gives billionaires w/ a nanny a tax break while millions of low-income households get nothing.;True;elizabethforma;20160808213214;;False;6451;11515;https://about.twitter.com/products/tweetdeck;False;False;1453
True;.@realDonaldTrump's econ plan was written by rich corporate insider advisors to make the economy even greater for rich corporate insiders.;True;elizabethforma;20160808213154;;False;5435;11188;https://about.twitter.com/products/tweetdeck;False;False;1454
True;Last night, swimmer @KatieLedecky won gold and broke her own world record in the 400m freestyle. Congrats, Katie! https://t.co/db79swBbOr;False;;20160808203014;;False;2056;10162;https://about.twitter.com/products/tweetdeck;False;False;1455
False;.@NFIB encouraged by @realDonaldTrump’s #taxplan, says #smallbiz would benefit from lower tax rate: https://t.co/JCQCvXj9WC;True;NFIB;20160808201457;;False;3355;8126;http://twitter.com/download/iphone;False;True;1456
True;Just imagine Donald Trump in the Oval Office facing a real crisis. We can’t afford that kind of risk.;False;;20160808195604;;False;3166;9558;https://about.twitter.com/products/tweetdeck;False;False;1457
True;Donald Trump is not only putting our national security at risk—he’s putting our economy at risk. https://t.co/HMiJtadxMF;False;;20160808195431;;False;3831;8271;https://about.twitter.com/products/tweetdeck;False;False;1458
True;We’re going to make sure the wealthy pay their fair share in taxes for a change: https://t.co/p7J6Ab1Agq;False;;20160808195037;;False;1016;3229;https://about.twitter.com/products/tweetdeck;False;False;1459
True;Donald Trump's plan is just a repackaging of trickle-down economics—and it doesn’t help our economy or the vast majority of Americans.;False;;20160808194935;;False;3135;9140;https://about.twitter.com/products/tweetdeck;False;False;1460
True;"We've got to stand up against climate deniers.

There isn't a problem we can't solve if we put our minds to it: https://t.co/2KQRq50PP8";False;;20160808194528;;False;1167;3682;https://about.twitter.com/products/tweetdeck;False;False;1461
True;Watch live as Hillary stops in St. Petersburg, Florida, for a campaign rally on the choice we face on the economy: https://t.co/09cW39nHXo;False;;20160808193533;;False;574;2137;https://about.twitter.com/products/tweetdeck;False;False;1462
True;Answer by @HillaryClinton on her plans for her first 100 days in office if elected https://t.co/RQ50LwbmMU https://t.co/I8eEK6bkkv;True;Quora;20160808191246;;False;488;1317;https://about.twitter.com/products/tweetdeck;False;False;1463
True;"Here's what people with actual ""tremendous business success"" say about Donald Trump. https://t.co/0T22CRcy2V";False;;20160808184552;;False;1286;2697;https://about.twitter.com/products/tweetdeck;False;False;1464
True;.@realDonaldTrump has an economic plan...to cut the pay of hardworking UAW members. https://t.co/IhIohjOtwq #NeverTrump;True;UAW;20160808175047;;False;714;1022;https://about.twitter.com/products/tweetdeck;False;True;1465
True;Creating jobs — it's what Democrats do. In 3 months, let's elect another one: https://t.co/qvnYQxtH0A https://t.co/ywlFN9AOdB;True;TheDemocrats;20160808171705;;False;1065;2188;https://about.twitter.com/products/tweetdeck;False;False;1466
True;At a time of massive income and wealth inequality, it is absurd to provide huge tax breaks to the very rich.;True;SenSanders;20160808163715;;False;3478;9306;https://about.twitter.com/products/tweetdeck;False;False;1467
True;"""Clinton’s economic policies...will result in a stronger U.S. economy.” —Mark Zandi, John McCain's economic advisor https://t.co/eLL6iQNEWY";False;;20160808162224;HillaryClinton;False;1189;2251;https://about.twitter.com/products/tweetdeck;False;False;1468
True;Today's bombing of a hospital in Pakistan is despicable. We have to stand up against terror and come together to prevent these attacks. -H;False;;20160808155059;;False;3174;10192;https://about.twitter.com/products/tweetdeck;False;False;1469
True;In Rio, Olympic fencer Ibtihaj Muhammad became the first American Muslim athlete to compete while wearing a hijab. https://t.co/OrRSHnH2Ra;False;;20160808154320;;False;6477;20251;https://about.twitter.com/products/tweetdeck;False;False;1470
